name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified
Particolare Torre A,36,built,2010,Rua Volta Redonda 388-394,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95059,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edifício Andraus,31,built,1962,"Rua Pedro Américo, 32 - República",Sao Paulo SP Brazil,,377,https://skyscraperpage.com/cities?buildingID=49769,377,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office
Open House Loft Panamby,28,built,2003,Rua Deputado Laércio Corte 1400,Sao Paulo SP Brazil,,377,https://skyscraperpage.com/cities?buildingID=10878,377,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- concrete, reinforced"")",1,0,0,0,Residential
Leeds Hall,34,built,2006,Rua Domenico Perotti 95,Sao Paulo SP Brazil,,374,https://skyscraperpage.com/cities?buildingID=84677,374,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential
Edificio Porto Alegre,31,built,1995,"Rua Domenico Perotti, 95",Sao Paulo SP Brazil,,374,https://skyscraperpage.com/cities?buildingID=10998,374,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""- renaissance revival"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"", ""- sandstone"")",1,0,0,0,Residential
Instituto Tomie Ohtake & Torre Faria Lima,32,built,2004,Avenida Brigadeiro Faria Lima 201,Sao Paulo SP Brazil,http://www.institutotomieohtak...,367,https://skyscraperpage.com/cities?buildingID=58943,367,NA,NA,"c(""Building Uses"", ""- office"", ""- conference"", ""- parking garage"", ""- religious"", ""- restaurant"", ""- retail"", ""- theatre"", ""- showroom"", ""- cinema"", ""Structural Types"", ""- highrise"", ""- church"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Conde de Prates,31,built,1955,"Rua Líbero Badaró, 293 - Patriarca",Sao Paulo SP Brazil,,367,https://skyscraperpage.com/cities?buildingID=4138,367,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
The Blue Loft,30,built,2004,Rua Diogo Jácome 950,Sao Paulo SP Brazil,,366,https://skyscraperpage.com/cities?buildingID=11075,366,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- concrete, reinforced"")",1,0,0,0,Residential
The View,34,built,2007,Avenida Nova Independência 1000,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=13258,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Jardim Europa,30,built,2012,Sao Paulo SP Brazil,,NA,NA,https://skyscraperpage.com/cities?buildingID=6644,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential
Ville Burle Marx,33,built,2007,Rua Diego de Castilho,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95105,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Predio Martinelli,30,built,1934,"Líbero Badaró 505, Centro",Sao Paulo SP Brazil,,348,https://skyscraperpage.com/cities?buildingID=4241,348,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- art deco"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- stucco"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office
Edifício CBI Esplanada,30,built,1948,"Praça Ramos de Azevedo, 206 - Centro",Sao Paulo SP Brazil,,399,https://skyscraperpage.com/cities?buildingID=10904,399,370,361,"c(""Building Uses"", ""- office"", ""- retail"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- aluminium"", ""- concrete, reinforced"")",0,1,0,0,Office
Top Towers A,26,built,2006,Sao Paulo SP Brazil,,NA,361,https://skyscraperpage.com/cities?buildingID=108170,361,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Renaissance São Paulo Hotel,26,built,1994,Alameda Santos 2233 Cerqueira César Jd. Paulista BR-01419-002 Zona Sul,Sao Paulo SP Brazil,,361,https://skyscraperpage.com/cities?buildingID=1551,361,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel
Contemporary Tower,26,built,2000,Av. Ibirapuera 2120 Indianópolis BR-04028-001 Zona Sul,Sao Paulo SP Brazil,,361,https://skyscraperpage.com/cities?buildingID=8038,361,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office
Blue Tree Towers Paulista,26,built,2000,"Rua Peixoto Gomide, 707, Bela Vista Zona Sul",Sao Paulo SP Brazil,http://www.bluetree.com.br/,361,https://skyscraperpage.com/cities?buildingID=1639,361,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"", ""- sandstone"")",0,0,1,0,Hotel
UNIP Campus Paraíso A,25,built,2004,"Rua Vergueiro 1211, Vergueiro, Zona Sul",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59252,NA,NA,NA,"c(""Building Uses"", ""- education"", ""- communication"", ""- university"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"")",0,0,0,1,Other
Edificio Mansao Real,32,built,1986,Rua Fradique de Melo 89,Sao Paulo SP Brazil,,358,https://skyscraperpage.com/cities?buildingID=10993,358,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Shigekiyo,31,built,1989,Rua Sergipe 304,Sao Paulo SP Brazil,,358,https://skyscraperpage.com/cities?buildingID=10989,358,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Novo Hamburgo,31,built,1992,Rua Albuquerque 16,Sao Paulo SP Brazil,,358,https://skyscraperpage.com/cities?buildingID=11044,358,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Camagüey,29,built,1995,Rua Kohei Yokoyama 2,Sao Paulo SP Brazil,,358,https://skyscraperpage.com/cities?buildingID=10972,358,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Paiol,28,built,1988,Rua Ágata 7,Sao Paulo SP Brazil,,358,https://skyscraperpage.com/cities?buildingID=11038,358,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Brascan Century Staybridge Suites,33,built,2002,"Rua Joaquin Floriano, 466 - Itaim bibi",Sao Paulo SP Brazil,,356,https://skyscraperpage.com/cities?buildingID=63909,356,NA,NA,"c(""Building Uses"", ""- mixed use"", ""- hotel"", ""- residential"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"")",1,0,1,0,Mixed Use
Reserva Verde,30,built,2011,"Rua Aimberê, 233",Sao Paulo SP Brazil,,356,https://skyscraperpage.com/cities?buildingID=61442,356,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
International Plaza II,28,built,2009,Avenida Presidente Juscelino Kubitschek 1327,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=84678,354,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Edificio Inácio Monteiro,31,built,1983,Rua Sta. Cruz 1058,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11002,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Generali,31,built,1950,Rua Libero Badaró 188,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11017,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Irineu Máier,30,built,1973,Rua Cariolano 319,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=10973,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Guacuri,30,built,1983,Alameda Rubiao Júnior 8,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=10978,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Belenzinho,30,built,1987,Rua Belisário Campana 155,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=10970,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Avestruz,29,built,1987,Rua Urzela 4,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11025,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Conjunto Gonzaga 5,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11050,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Conjunto Gonzaga 4,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11049,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Conjunto Gonzaga 3,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11048,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Conjunto Gonzaga 2,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11047,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Conjunto Gonzaga 1,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11046,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Granja Julieta,28,built,1986,Rua Barbosa Lopes 19,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11039,354,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
International Trade Center 1,25,built,2000,Sao Paulo SP Brazil,,NA,354,https://skyscraperpage.com/cities?buildingID=11058,354,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Edificio Furmas,30,built,1987,Rua Giorge Saulo 5,Sao Paulo SP Brazil,,351,https://skyscraperpage.com/cities?buildingID=11043,351,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Carajás,30,built,1983,Avenida Doutor Arnaldo 1509,Sao Paulo SP Brazil,,351,https://skyscraperpage.com/cities?buildingID=10986,351,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Tiradentes,29,built,1983,Rua Júpiter 18,Sao Paulo SP Brazil,,351,https://skyscraperpage.com/cities?buildingID=11028,351,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edificio Pallazo dei Fiori,29,built,2000,Rua Alvaro L.R. de Assuncao 202,Sao Paulo SP Brazil,,351,https://skyscraperpage.com/cities?buildingID=11021,351,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Aracy,29,built,1998,R.N.S. da Saúde 197,Sao Paulo SP Brazil,,351,https://skyscraperpage.com/cities?buildingID=11045,351,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Mascarenhas,28,built,1991,Sao Paulo SP Brazil,,NA,351,https://skyscraperpage.com/cities?buildingID=10971,351,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Theobaldo De Nigris - Senai,25,built,,Av. Paulista 750 Vila dos Ingleses,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104874,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- communication"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office
Edificio Maia 1,29,built,1976,Rua Catarina de Horta 65,Sao Paulo SP Brazil,,348,https://skyscraperpage.com/cities?buildingID=11004,348,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edifício Conde de Sarzedas,26,built,2006,"Rua Conde de Sarzedas, 100, Sé Centro",Sao Paulo SP Brazil,http://www.arcoweb.com.br/arqu...,348,https://skyscraperpage.com/cities?buildingID=65561,348,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Nuances,32,built,2008,Rua Barão do Triunfo 142,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95063,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Matizes,32,built,2008,Rua Barão do Triunfo 142,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95062,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Camarotte,32,built,2009,Rua Edson 80,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95061,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Lindenberg Iguatemi,28,built,2009,Rua Viradouro 120,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63109,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""- neo-classical"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Banco do Brasil,25,built,,Avenida Paulista 2163,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102690,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Edificio Marco Polo,32,built,1985,Rua Caraibas 15,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11000,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Speers,31,built,1988,Rua Goitacás 100,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10987,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Cidade de Colónia,31,built,1988,Rua Pagúe 17,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10997,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Popovici,30,built,1994,Rua André Molina 229,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10979,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Maia 2,30,built,1983,Rua Catarina de Horta 67,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11005,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Chaim Herzsprung,30,built,1997,Rua Capimirim 28,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11032,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio's Olga 1-3,29,built,1988,Rua Augusto da Silva 111,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10977,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Fazenda Nova,29,built,1978,Rua Felipe Lohbauer 451,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10992,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio's Aracati 1 & 2,28,built,1988,Rua Artur Bernardes 554,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11007,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Aracati,28,built,1989,Rua da Danca Cigana 89,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11042,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Jacaranda,27,built,1988,Rua Andacu 111,Sao Paulo SP Brazil,,341,https://skyscraperpage.com/cities?buildingID=11037,341,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio Crispim,30,built,1979,Rua Igarapé 53,Sao Paulo SP Brazil,,338,https://skyscraperpage.com/cities?buildingID=11003,338,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Sao Paulo Fashion Hall,25,built,2003,Rua Vupabussu,Sao Paulo SP Brazil,,338,https://skyscraperpage.com/cities?buildingID=84679,338,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential
