name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified,address_adj,lat,long
Edifício Maison Blanche,22,built,,Al. Itú,Sao Paulo SP Brazil,,210,https://skyscraperpage.com/cities?buildingID=10937,210,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Al. Itú,46.515309,6.6093904
WT Nações Unidas,16,built,2010,Av. das Nações Unidas - Zona Leste,Sao Paulo SP Brazil,,233,https://skyscraperpage.com/cities?buildingID=73210,233,210,193,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office,Av. das Nações Unidas - Zona Leste,-22.9447509,-43.1815071
Edificio Ermelino Matarazzo,14,built,1939,Viaduto do Chá 15,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11052,NA,NA,NA,"c(""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- italianate"", ""- neo-classical"", ""Materials"", ""- glass"", ""- marble"", ""- stucco"", ""- concrete, reinforced"")",0,0,0,1,Other,Viaduto do Chá 15,-23.5476217,-46.63744920593434
Torre Eudoro Vilela,15,built,2002,"Avenida Engenheiro Armando de Arruda Pereira, 707",Sao Paulo SP Brazil,,209,https://skyscraperpage.com/cities?buildingID=64010,209,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Avenida Engenheiro Armando de Arruda Pereira, 707",-23.6638821,-46.6378321
Lindenberg Higienópolis,19,built,2008,"R. São Vicente de Paulo, 422",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63108,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- aluminium"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,"R. São Vicente de Paulo, 422",-8.124802,-35.3025995
Lindenberg Cosmopolitan Jardins,19,built,,"Alameda Jaú, 361 - Jardins",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63122,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,"Alameda Jaú, 361 - Jardins",-23.5570052,-46.6652198
Três Marias,19,built,1952,Avenida Paulista 2239,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102691,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Paulista 2239,-23.5576594,-46.6610805
Hotel Comodoro,18,built,1952,Avenida Duque de Caxias 525,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96425,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"")",0,0,1,0,Hotel,Avenida Duque de Caxias 525,-22.6299567,-43.2616116
Guarani,18,built,1942,Avenida Rangel Pestana 1092,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96426,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Rangel Pestana 1092,-23.5493708,-46.6293568
Edifício Saint Paul de Vence,18,built,,Rua Edson,Sao Paulo SP Brazil,,197,https://skyscraperpage.com/cities?buildingID=10935,197,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Edson,-28.259521,-52.422772
Office Tower Itaim,16,built,1999,"Rua Jerônimo da Veiga, 45 - Itaim Bibi",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11060,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"")",0,1,0,0,Office,"Rua Jerônimo da Veiga, 45 - Itaim Bibi",-23.5811942,-46.6799762
Rede Gospel de Televisão,13,built,1969,Rua Tavares Bastos 34,Sao Paulo SP Brazil,,591,https://skyscraperpage.com/cities?buildingID=10974,591,197,NA,"c(""Building Uses"", ""- communication"", ""- office"", ""Structural Types"", ""- highrise"", ""- cross brace"", ""- highrise"", ""- Vierendeel truss"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office,Rua Tavares Bastos 34,-22.9286012,-43.1833747
Bandeira Tower,17,built,2003,"Rua Bandeira Paulista 530, Itaim Bibi BR-04532-001 Zona Sul",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=10870,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office,"Rua Bandeira Paulista 530, Itaim Bibi ",-23.5797642,-46.6771763
Bradesco Prime,14,built,1973,Av. Paulista 1450 Jardim Paulista,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104876,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Paulista 1450 Jardim Paulista,-23.559154,-46.6591443
Regente Feijó B,19,built,,Praça da Liberdade 107,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96404,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Praça da Liberdade 107,-23.5549012,-46.6352556
Embratel,15,built,,"Rua dos Ingleses, 600",Sao Paulo SP Brazil,,184,https://skyscraperpage.com/cities?buildingID=104879,184,NA,NA,"c(""Building Uses"", ""- office"", ""- communication"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office,"Rua dos Ingleses, 600",-23.5584027,-46.6471932
Kyoei Paulista,18,built,1973,"Avenida Paulista 475, Paraíso / Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63620,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Avenida Paulista 475, Paraíso / Vila Mariana",-23.5685001,-46.6483254
Centro Cultural Itaú,11,built,1995,Av. Paulista 149 Paraíso BR-01311-000 Zona Sul,Sao Paulo SP Brazil,http://www.itaucultural.org.br/,361,https://skyscraperpage.com/cities?buildingID=3763,361,184,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"")",0,1,0,0,Office,Av. Paulista 149 Paraíso ,-23.5704483,-46.64603182971793
Solomon Temple,7,built,2014,"Av. Celso Garcia, 605",Sao Paulo SP Brazil,http://www.otemplodesalomao.co...,180,https://skyscraperpage.com/cities?buildingID=104883,180,NA,NA,"c(""Building Uses"", ""- religious"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- classical"")",0,0,0,1,Other,"Av. Celso Garcia, 605",-23.537580249999998,-46.60643832483291
ISO,17,built,1998,"Rua Abílio Soares 409, Vila Mariana / Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63618,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Abílio Soares 409, Vila Mariana / Paraíso",-23.5745071,-46.64546
FUNCEF Center,17,built,1987,Avenida Paulista 1912 - Bela Vista / Jardim Paulista,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63616,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"")",0,1,0,0,Office,Avenida Paulista 1912 - Bela Vista / Jardim Paulista,-10.1733613,-48.89508250371581
Conjunto Comercial Paraíso,16,built,1972,"Rua Bernardino de Campos 98, Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63609,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- international"", ""Materials"", ""- glass"", ""- aluminium"")",0,1,0,0,Office,"Rua Bernardino de Campos 98, Paraíso",-22.3415885,-49.1125426
Torre de Pizza,14,built,1969,Rua Baronesa de Itu,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=109843,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"")",1,0,0,0,Residential,Rua Baronesa de Itu,-23.5398973,-46.6544543
Les Ateliers,13,built,1997,"Rua Manoel da Nóbrega, 595 - Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63621,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Manoel da Nóbrega, 595 - Paraíso",-23.5685821,-46.649101
Account Justice of São Paulo City,28,built,1995,"Av. Prof Ascendino Reis, 1130 Ibirapuera",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11034,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""- conference"", ""- government"", ""Structural Types"", ""- highrise"", ""- cantilever"", ""- hole"", ""- narrow base"", ""Architectural Style"", ""- brutalist"", ""Materials"", ""- glass"", ""- steel"", ""- concrete (plain)"", ""- concrete, reinforced"", ""- concrete"")",1,0,0,0,Residential,"Av. Prof Ascendino Reis, 1130 Ibirapuera",-23.59714165,-46.65180794372499
Predio Ouro Para O Bem de São Paulo,13,built,1939,23 Rua Álvares Penteado,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=84667,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- streamline moderne"")",0,1,0,0,Office,23 Rua Álvares Penteado,-23.5484111,-46.634596
Edifício Dome,15,built,2006,Rua Tucuna 969 Perdizes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59722,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- brick"", ""- concrete"")",1,0,0,0,Residential,Rua Tucuna 969 Perdizes,-23.5312227,-46.6829829
Edifício Brise,15,built,2007,Rua Tucuna 470 Perdizes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59718,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- marble"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,Rua Tucuna 470 Perdizes,-23.5312227,-46.6829829
Torre Luíz Simões Lopes,13,built,1990,"Avenida Paulista, 548",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63623,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Avenida Paulista, 548",-23.5676904,-46.6485223
Torre Jorge Flores,13,built,1974,Avenida Paulista 542,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63631,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,Avenida Paulista 542,-23.5677619,-46.6484293
Ibis Paulista,13,built,2003,Avenida Paulista 2355,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102694,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"")",0,0,1,0,Hotel,Avenida Paulista 2355,-23.5570063,-46.6619354
Edifício Comercial Exclusive,12,built,,Av. Angélica - Higienópolis Centro,Sao Paulo SP Brazil,,154,https://skyscraperpage.com/cities?buildingID=11079,154,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- stone"", ""- brick"", ""- concrete"")",0,1,0,0,Office,Av. Angélica - Higienópolis Centro,-23.55459935,-46.662689262973515
José Martins Borges,16,built,1983,"Avenida Paulista 302, Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63619,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Avenida Paulista 302, Paraíso",-23.5706207,-46.6451939
First Class Offices,15,built,2001,"Rua Sampaio Viana 202, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63615,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Sampaio Viana 202, Vila Mariana",-23.5742729,-46.6476894
Albatroz,15,built,1994,"Rua Sampaio Viana 277, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63608,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- aluminium"")",0,1,0,0,Office,"Rua Sampaio Viana 277, Vila Mariana",-23.5742729,-46.6476894
Edificio Vital Brasil,30,built,1988,Rua Jaguaribe 451,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=10982,NA,NA,NA,"c(""Structural Types"", ""- highrise"", ""- atrium"", ""Architectural Style"", ""- beaux arts"", ""- renaissance revival"", ""- baroque"", ""Materials"", ""- glass"", ""- steel"", ""- stone"", ""- marble"", ""- granite"", ""- brick"", ""- concrete"")",0,0,0,1,Other,Rua Jaguaribe 451,-19.8982812,-43.9444422
Teatro Municipal de São Paulo,5,built,1911,"Praça Ramos de Azevedo, s/n - República",Sao Paulo SP Brazil,http://theatromunicipal.org.br/,NA,https://skyscraperpage.com/cities?buildingID=109892,NA,NA,NA,"c(""Building Uses"", ""- other"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- art nouveau"", ""- baroque"", ""Materials"", ""- glass"", ""- stone"", ""- stucco"")",0,0,0,1,Other,"Praça Ramos de Azevedo, s/n - República",-23.5450802,-46.6380773
Majestic Offices,12,built,2000,"Rua Cubatão, 587 - Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63622,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Cubatão, 587 - Paraíso",-23.5770245,-46.6430217
Saint Mary Office Center,15,built,2004,"Rua Mário Amaral 172, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63695,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Mário Amaral 172, Vila Mariana",-23.5744172,-46.6477351
Hamurabi Center,14,built,1998,Rua Abilio Soares 217 - Paraíso,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63617,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,Rua Abilio Soares 217 - Paraíso,-23.5737028,-46.64345
Dom Pedro I de Alcântara,13,built,1954,Avenida Paulista 171 - Paraíso/Vila Mariana,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63612,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,Avenida Paulista 171 - Paraíso/Vila Mariana,-23.570159,-46.645986
Residencial Atol Das Rocas,12,built,1994,"Rua Colônia da Glória, 401 Vila Mariana",Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=61452,138,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,"Rua Colônia da Glória, 401 Vila Mariana",-23.5839675,-46.6265173
Paulista Park,12,built,2002,"Rua do Paraíso 45, Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63693,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"")",0,1,0,0,Office,"Rua do Paraíso 45, Paraíso",-23.5736378,-46.6402372
Hyde Park,11,built,1970,On the Park,Sao Paulo SP Brazil,,308,https://skyscraperpage.com/cities?buildingID=84684,308,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential,On the Park,51.460045699999995,-2.5460045552969524
Regina,11,built,1944,Avenida Paulista 568,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63629,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,Avenida Paulista 568,-23.5675894,-46.6487263
RochaVerá Plaza Torre D,9,built,2010,"14171, Avenida das Nações Unidas - Brooklin Novo",Sao Paulo SP Brazil,,131,https://skyscraperpage.com/cities?buildingID=64360,131,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office,"14171, Avenida das Nações Unidas - Brooklin Novo",-23.6100903,-46.6978769
CENESP F,9,built,1988,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104890,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Maria Coelho de Aguiar, 215",-23.6534616,-46.7347874
CENESP E,9,built,1984,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104891,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Maria Coelho de Aguiar, 215",-23.6534616,-46.7347874
CENESP D,9,built,1977,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104889,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Maria Coelho de Aguiar, 215",-23.6534616,-46.7347874
CENESP C,9,built,1977,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104888,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Maria Coelho de Aguiar, 215",-23.6534616,-46.7347874
CENESP B,9,built,1977,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104892,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Maria Coelho de Aguiar, 215",-23.6534616,-46.7347874
CENESP A,9,built,1977,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104887,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Maria Coelho de Aguiar, 215",-23.6534616,-46.7347874
